review,Sentiment
I just moved out of my comfort zone and signed up for the Next Project last week! Im loving it! ????,POSITIVE
I think HSBC are well versed and can give good advice with regards to fraud operations. Just listen to today's news about money laundering. The bank have been down this road before!,NEGATIVE
"I am trying to start a hsbc account.Card,pin through unregistered snail mail.""Security"" code has not arrived,probably stolen and cant get another one sent out.Operator didnt even process what i said,kept me hanging for some fictitious manager.Using the covid situation as an excuse for bad organisation doesnt cut it anymore.",NEGATIVE
"@Salma17xx You're most welcome, if you have any queries, we are available here 24/7 to support you. ðŸ™‚ðŸ‘  â€“ Sean",POSITIVE
For the very first time in Wales Global Top Entrepreneur Dr John DeMartini with be flying in Cardiff to be Keynote https://t.co/bln9Zux06M,NEUTRAL
Financial fitness?? You are closing Exmouth branch in August. You are not fit for customer service.,NEGATIVE
A quality life demands quality questions. - Dr. John Demartini #ThankfulThursday https://t.co/g3634XbrSr,NEUTRAL
"??I was watching the Tony Robbins, Dean Graziosi and Russell Brunson webinar last night. 

Tony brought up this que https://t.co/GVOxSUBl8N",NEUTRAL
Awesome!,POSITIVE
"Are cash machines still down, keeps saying incorrect pin?",NEGATIVE
"I also feel your customer service has really deteriorated recently. It appears to me you are using the corona virus as an excuse to drop your standards. Waiting ages on the phone, when you do get through staff do not know what they are at, reduced opening times at banks, your on line service is rubbish. I could go on... I have had experience of all of these too!",NEGATIVE
"RT @sj_talks: ""Podcast"" is a best feature added by @amazonmusic ever! 

It's a delight to keep listening to @naval @simonsinek @mindvalley…",POSITIVE
HSBC is a joke been trying to get through for 4 months yes 4 MONTHS on hold again tonight for an hour far too stressful been banking with you for 30 years you are a disgrace if you opened for more than 4 hours  day I would withdraw all money and close my account,NEGATIVE
Strong habits are the absolute foundation of success â˜º,POSITIVE
RT @Paulintrobiz: Weâ€™re looking forward tomorrow seeing one of Worlds Top Global Entrepreneurs flying into Cardiff Dr John DeMartini to beâ€¦,POSITIVE
THANK YOU... a much needed message today??????,POSITIVE
"The police need to investigate this bank. Something wrong is going on. Barclays, lloyds and Santander sorted stuff out for me in a week. 5 months trying to get money back from them. They really need sorting out",NEGATIVE
"My angel Tony, you're always inspired me to find a way towards my dreams & never give up 
You gave me strength to face my fears & a very fatal phobia I had of going forward but your book (Unlimited power) made me a brave person 
By the way I've written a script of my movie in the name of ( Unlimited power)
If you don't mind 
I need your permission 
With my love for Tony & your family",POSITIVE
"They said we celebrated like we won the World Cup, just like the RS after drawing at home V West Brom https://t.co/kihwaBk4TE",POSITIVE
My husband applied for a bounce back loan nearly TWO MONTHS ago & has still heard nothing other than the automated acknowledgment. The recording on the helpline says you aren't taking calls at all! Even making allowances for the current situation this is pretty shocking service!,NEGATIVE
Its funny how you show that you need to be a skinny woman to be happy. You obviously didnt chose that picture for no reason.,NEGATIVE
â€œGratitude is an attitude that arises when we realise that there exists and underlying balance of positives for eacâ€¦ https://t.co/JPz0Fi0ajn,NEUTRAL
"@JokersPack Good morning Mark, thank you for reaching out to us. Apologies for any inconvenience caused, our colleagues would never hang up on a customer intentionally. Has your wife been able to get through to the team? Mark https://t.co/BbmcXsMXyM",POSITIVE
An absolute legend. Hanging out with Dr John deMartini. Awesome to learn from the best,POSITIVE
Thank you for all! ðŸ™‹ðŸŒžðŸ‡°ðŸ‡¿ðŸ™ðŸ’,POSITIVE
Yet the biggest scam is NatWest. The irony. ðŸ˜‚,NEGATIVE
How come my business account has disappeared?!,NEGATIVE
"I PARTNERED WITH TONY ROBBINS, DEAN GRAZIOSI AND RUSSELL BRUNSON!

These are 3 people I admire the most when it com https://t.co/mMGB1G0Y3D",POSITIVE
"SAVE THE DATE ENTREPRENEURS!
Meet Star of The Secret Dr John DeMartini and Irelandâ€™s Top Business Mentor Pat Slatteâ€¦ https://t.co/vqlGAibEz5",NEUTRAL
"The lit Martini: put 1/4 of Chocolate liqueur. Add 7/9 of coke, and 1/8 of lime juice. Shake. 
 Down it like @travisk.
 
 Biba !",NEUTRAL
"What a great line up of keynote speakers at our Introbiz Masterclass, on 24th May @TheValeResort. Donâ€™t miss out onâ€¦ https://t.co/b8zhIK2fP0",NEUTRAL
A quality life demands quality questions. - Dr. John Demartini #quote https://t.co/fCTR3yN1kp,NEUTRAL
"HSBc is worst bank ever they blocked my account as wanted pay to new family account today! Even if I confirm the transactions are legit to the call from fraud team!!! they told me to go to branch and confirm my ide tity!!! 
I have all security set up !!! So upset need to pay for nursery tomorrow snd my account is locked !!!!",NEGATIVE
"@TheHuntley @santanderuk @santanderukhelp So glad youâ€™ve had a positive experience too! Canâ€™t beat amazing customer service ðŸ¥°
Have a lovely weekend Catherine! X",POSITIVE
"Tony Robbins, Dean Graziosi &amp; Russell Brunson GO LIVE! https://t.co/uorhL2RN18",NEUTRAL
"On the 24th May, we have an exciting Masterclass @TheValeResort, from 7:30  12:30pm. Attendees can experience a gr https://t.co/LtSdqYlQap",NEUTRAL
One hundred percent! ðŸ’¯ðŸ‘ŒðŸ¾,POSITIVE
"I feel your pain.  I was recently subject to fraudulent activity on my account over a 3 month period.  HSBC are entrusted with my money and have failed to do so.   HSBC have not refunded my money or provide me a detailed explanation of why this occurred, or where has the money gone to.  I have not subscribed to any subscriptions but they inform me that I have signed up one, they failed to provide me with an adequate explanation as to why this has happened and have not provided any customer contact number, email address, web address of the supposed company I have apparently subscribed to - I have not.    They have failed to provide an adequate service or keep my account safe which is their responsiblity by law.  I have filed a complaint and I have written to the Financial Ombidsman.    I will also be posting daily updates on every single social media account I can find to report their failure.",NEGATIVE
Fraud awareness? Look up HSBC's Mexican money laundering scandal. As usual the PR bears little relation to the activities of the bank. They have consistently failed to learn anything from the 2008 crisis......,NEGATIVE
@TrungTPhan @smdcapital @travisk Ummmmmmm he was the leader when his company hired P.I.'s to follow and harass wome https://t.co/A6RJRZAywt,NEGATIVE
"Good morningâ˜€ï¸. Gold medal choices

Key message:
The best performers achieve their goals by staying focused on their priorities

Next actions:
On a post-it note each day, write down 3 tasks that will define it as a good medal day

@thesportingedge @santanderuk #SantanderUniGrowth",POSITIVE
"Have you registered for the free training?

ðŸ˜ƒ History Will Be Made - Join Tony Robbins, Dean Graziosi &amp; Russell Bruâ€¦ https://t.co/f6BOL5JzPh",NEUTRAL
Not amused at all. My wife was promised another 3 month loan payment break after calling Natwest around 6 weeks ago (payments due to start paying again in January). I've logged onto online banking this morning to find the loan payment has been taken. It really isn't on and needs reversing!,NEGATIVE
"Dont waste time, secure your tickets to our Networking Breakfast with Dr. John Demartini, on 24th May https://t.co/46AxsnexBS",NEUTRAL
Listening too and picking up pearls of wisdom to share with my clients from Dr John Demartini International Best Se https://t.co/9xDWW7cLS9,NEUTRAL
"A world record... Over 250,000 people around the world tuned in to watch the FREE live training! Watch the Replay wâ€¦ https://t.co/ycxkHzvOop",NEUTRAL
"â€¼ï¸Who Is Dean Graziosi

ðŸ‘‚Do you have that ONE person you follow who you just love listening to and learning from?
.â€¦ https://t.co/Noq8k7NMc8",NEUTRAL
We had the pleasure of having one of the Worlds Top Entrepreneurs Dr John Demartini fly into Cardiff last week at… https://t.co/aoB05Nfwzr,POSITIVE
"On Friday 24th May, Dr John Demartini star of The Secret Movie and Law of Attraction will be speaking following https://t.co/v7LCEK662I",NEUTRAL
"RT @bencasnocha: ""If you want an audience, start a fight."" -- @Conaw of @RoamResearch speaking to @villageglobal founders today

A startup",NEUTRAL
"Really frustrating you close all my local Branches, so on my day off I go to Brighouse Branch only to Find it closed,  All Branches should be open at least 5 days a week ðŸ˜¡",NEGATIVE
"Can't trust NatWest, as they never send me chocolate or gifts for my birthday or Christmas.

The branch is always closed when I finish work at 10pn.

You never see their staff dressed in such a way as to be able to identify them so you can stop them in the street to ask a question or get cash.

What dreadful customer service!!!!!

Seriously never had an issue in 10 plus years....",NEGATIVE
"Poor customer service.  
Trying to put deposit on  brand new car not even made.  
Advisor asks if Iâ€™ve seen the car. 
No itâ€™s not made yet.  
So she puts account on hold. 
",NEGATIVE
"A MASSIVE thank you to @LloydsBank for their fraud prevention this morning, stopping me being robbed blind by some shit-gibbon who got hold of my card details.
Sincerely, thank you ðŸ‘Š",POSITIVE
I'll be shutting my account HSBC down being associated with charity and the bbc,NEGATIVE
