,review,Sentiment,words_entity_spacy,words_entity_bert
820,"What a great line up of keynote speakers at our Introbiz Masterclass, on 24th May @TheValeResort. Dont miss out on https://t.co/qSlLzKJuBB",NEUTRAL,"[('Introbiz Masterclass', 'People, including fictional'), ('24th May @TheValeResort', 'Absolute or relative dates or periods'), ('Don\x92t', 'Companies, agencies, institutions, etc.')]","[('In', 'B-MISC'), ('##tro', 'I-MISC'), ('##bi', 'I-MISC'), ('##z', 'I-MISC'), ('Master', 'I-MISC'), ('##c', 'I-MISC'), ('##lass', 'I-MISC'), ('The', 'B-LOC'), ('##V', 'I-ORG'), ('##R', 'I-ORG'), ('##ort', 'I-ORG')]"
821,"Tony Robbins, Dean Graziosi &amp; Russell Brunson LIVE! https://t.co/8V6SaJ4noW via @YouTube",NEUTRAL,"[('Tony Robbins', 'People, including fictional'), ('Dean Graziosi &', 'Companies, agencies, institutions, etc.'), ('Russell Brunson LIVE', 'People, including fictional')]","[('Tony', 'B-PER'), ('Robbins', 'I-PER'), ('Dean', 'B-PER'), ('G', 'I-PER'), ('##raz', 'I-PER'), ('##ios', 'I-PER'), ('Russell', 'B-PER'), ('B', 'I-PER'), ('##run', 'I-PER'), ('##son', 'I-PER')]"
822,@thomaskaine5 That after you got tired of Tony Robbins? https://t.co/2nE1qMCuXQ,NEGATIVE,"[('Tony Robbins', 'People, including fictional')]","[('Tony', 'B-PER'), ('Robbins', 'I-PER')]"
823,"Amaizing, congratulations ??????",POSITIVE,[],[]
824,I have been holding for over an hour this morning only to be disconnected! How on Earth is this helpful?,NEGATIVE,"[('this morning', 'Times smaller than a day'), ('Earth', 'Non-GPE locations, mountain ranges, bodies of water')]","[('Earth', 'B-LOC')]"
825,"Every single person has a vision, an inspiration and a gift inside. Take the time to discover yours. - Dr John DeMartini @DemartiniDr",NEUTRAL,"[('John DeMartini', 'People, including fictional')]","[('John', 'B-PER'), ('De', 'I-PER'), ('##M', 'I-PER'), ('##art', 'I-PER'), ('##ini', 'I-PER'), ('De', 'B-LOC'), ('##mart', 'I-ORG'), ('##D', 'I-ORG')]"
826,"I decided to be better everyday on my work life and relationship.
 I started with
1. finish my books list 
2. think positively to every situation in my life 
3. be nice to all people around me
4. be confident to think big

I'm first met Tony on Netflix (where am I such a long time) , You are amazing!!!

I will finish reading your book I promise (trying to get one first)",POSITIVE,"[('1', 'Numerals that do not fall under another type'), ('2', 'Numerals that do not fall under another type'), ('3', 'Numerals that do not fall under another type'), ('4', 'Numerals that do not fall under another type'), ('first', '""first"", ""second"", etc.'), ('Tony', 'People, including fictional'), ('Netflix', 'Countries, cities, states'), ('one', 'Numerals that do not fall under another type')]","[('Tony', 'B-PER'), ('Netflix', 'B-LOC')]"
827,"This is the worst bank. Please do avoid at any cost. They closed my account for no reason. After two hours holding call to speak to closure team, the lady hanged the call on me. There is no way to access my funds. I'm considering hiring a lawyer. Really horrible.",NEGATIVE,"[('two hours', 'Times smaller than a day')]",[]
828,"@MichaelVaughan @NathLyon421 @root66 We just â€˜loveâ€™ Aussies more, 
Like how @SGanguly99 expressed his love for you guys after the Natwest finals at @HomeOfCricket ! https://t.co/uL6FmukvcB",POSITIVE,"[('@MichaelVaughan', 'Numerals that do not fall under another type'), ('Natwest', 'Companies, agencies, institutions, etc.')]","[('Michael', 'B-PER'), ('##V', 'I-PER'), ('##augh', 'I-PER'), ('Nat', 'B-LOC'), ('##L', 'I-ORG'), ('Nat', 'B-LOC'), ('##wes', 'I-LOC'), ('##t', 'I-MISC')]"
829,A quality life demands quality questions. - Dr. John Demartini #quote #ThankfulThursday https://t.co/fraDCFPie9,NEUTRAL,"[('John Demartini', 'People, including fictional'), ('ThankfulThursday', 'Monetary values, including unit')]","[('John', 'B-PER'), ('De', 'I-PER'), ('##mart', 'I-PER')]"
830,"I'd love to look after my pennies but you won't let them in to my account â˜¹ï¸. You failed to process my benefit payment, causing me extreme hardship. and now I've had a giro cheque that still hasn't cleared 12 days after paying it in. Meanwhile you'll happily charge me each time I go overdrawn or payments bounce. I opened an account with you to try and get my finances back on track instead you've caused me to go in to debt. I'm at my wits end ðŸ˜­",NEGATIVE,"[('â˜¹ï¸\x8f.', 'Numerals that do not fall under another type'), ('12 days', 'Absolute or relative dates or periods')]",[]
831,RT @gnoBREAKTHROUGH: @chrisbeatcancer @AlarconFabby @GarbieRegina @cheriseguilfoil @ChayaGrossberg @TrumpsAsianChic @jaht211 @Chlo65410190â€¦,NEUTRAL,"[('@cheriseguilfoil', 'Companies, agencies, institutions, etc.'), ('@ChayaGrossberg', 'Objects, vehicles, foods, etc. (not services)'), ('¦', 'People, including fictional')]","[('Al', 'B-LOC'), ('##ar', 'I-LOC'), ('G', 'B-LOC'), ('##R', 'I-ORG'), ('Cha', 'B-LOC'), ('##G', 'I-ORG'), ('##ross', 'I-ORG'), ('##berg', 'I-ORG'), ('Trump', 'B-ORG'), ('##s', 'I-ORG'), ('##As', 'I-ORG'), ('##ian', 'I-ORG'), ('##C', 'I-ORG')]"
832,A quality life demands quality questions. - Dr. John Demartini #quote https://t.co/GP1IpJd9h6,NEUTRAL,"[('John Demartini', 'People, including fictional')]","[('John', 'B-PER'), ('De', 'I-PER'), ('##mart', 'I-PER')]"
833,Its going to be awesome week over 120 businesses registered so far at this weeks #Introbiz online free networking https://t.co/7tlAqbNOHf,POSITIVE,"[('120', 'Numerals that do not fall under another type'), ('this weeks', 'Absolute or relative dates or periods')]",[]
834,"@travisk Mister Travis
I send you from Cairo.
 There is a disaster in Uber because of the support staff and their t… https://t.co/Z5iDk2THSE",NEGATIVE,"[('Travis', 'People, including fictional'), ('Cairo', 'Countries, cities, states'), ('Uber', 'People, including fictional')]","[('Travis', 'I-PER'), ('Cairo', 'B-LOC'), ('U', 'B-ORG'), ('##ber', 'I-ORG')]"
835,"?An extraordinary message from Dr John Demartini for the Brainstorm Strategy entrepreneurship community.

?We are h https://t.co/pJw8emnzok",POSITIVE,"[('John Demartini', 'People, including fictional')]","[('John', 'B-PER'), ('De', 'I-PER'), ('##mart', 'I-PER'), ('##ini', 'I-PER'), ('Brain', 'B-ORG'), ('##storm', 'I-ORG'), ('Strategy', 'I-MISC')]"
836,"Happy Mother's Day??
Also thank you both for helping to rescue and fly on your private plain victims of human trafficking, and inviting them into your home. You guys are truly amazing??",POSITIVE,[],"[(""'"", 'I-MISC'), ('s', 'I-MISC'), ('Day', 'I-MISC')]"
837,No where on the google search or within your website can I find a phone number to call you on. Please can you give me a phone number I could call you on?,NEGATIVE,[],[]
838,Two people I follow and listen to (Rob Moore and Dr john Demartini) have come together in this podcast - there is https://t.co/ZkPx8dZbOj,NEUTRAL,"[('Two', 'Numerals that do not fall under another type'), ('Rob Moore', 'People, including fictional'), ('john Demartini', 'People, including fictional')]","[('Rob', 'B-PER'), ('Moore', 'I-PER'), ('##oh', 'B-PER'), ('##n', 'B-PER'), ('De', 'I-PER'), ('##mart', 'I-PER'), ('##ini', 'I-PER')]"
839,"RT @Joni_Looking: @HorsesInOurHand @TonyRobbins .
ATTENTION 

- Thank You -
Tony Robbins 
@TonyRobbins
-&amp;-
@HorsesInOurHand",POSITIVE,"[('RT @Joni_Looking:', 'Companies, agencies, institutions, etc.')]","[('Tony', 'B-ORG'), ('##R', 'I-ORG'), ('##ob', 'I-ORG'), ('##bin', 'I-ORG'), ('##s', 'I-ORG'), ('Tony', 'B-PER'), ('Robbins', 'I-PER'), ('Tony', 'B-ORG'), ('##R', 'I-ORG'), ('##ob', 'I-ORG'), ('##bin', 'I-ORG'), ('##s', 'I-ORG'), ('##I', 'I-ORG')]"
840,Human Behavioural Specialist Dr John Demartini unpacks the concept of what high priority values are and how these c https://t.co/fzOsx5HXYE,NEUTRAL,"[('John Demartini', 'People, including fictional')]","[('John', 'B-PER'), ('De', 'I-PER'), ('##mart', 'I-PER'), ('##ini', 'I-PER')]"
841,Absolutely horrendous bank. Is anyone ever going to bother solving my query?! Itâ€™s been a complaint since 6TH DECEMBER 2019 and none of your useless staff bother to resolve it.,NEGATIVE,"[('6TH DECEMBER 2019', 'Absolute or relative dates or periods')]",[]
842,"Imagine a life where growth, learning, &amp; expansion happen not through grit or struggle - but with zero conscious effort. Not many know how to achieve this elusive state, but you will in this Masterclass. Plus many more #groundbreaking insights! â­  https://t.co/dJflptgGO7 https://t.co/02UhcwKMH0",NEUTRAL,"[('zero', 'Numerals that do not fall under another type'), ('â\xad\x90', 'Numerals that do not fall under another type')]","[('##c', 'I-MISC'), ('##lass', 'I-MISC')]"
843,Thank you John ðŸ™,POSITIVE,"[('John', 'People, including fictional')]","[('John', 'B-PER')]"
844,Maintaining a successful business requires time and knowledge. We're grateful to have top international entrepreneu https://t.co/tvMVk8RKVH,POSITIVE,[],[]
845,From Tony Robbins. ?? Make some memories today! ???????????? #businesscoach #chaseyourdreams https://t.co/9wXR2FR55v,NEUTRAL,"[('Tony Robbins', 'People, including fictional'), ('today', 'Absolute or relative dates or periods'), ('#', 'Numerals that do not fall under another type')]","[('Tony', 'B-PER'), ('Robbins', 'I-PER')]"
846,"Here is a scam.... mis sell you a packaged account. 

Then give you a refund once you complain 

Then carry on taking the payments from your account 

Then refuse to refund you 

You could make this up ",NEGATIVE,[],[]
847,ð”¸ð•¨ð•–ð•¤ð• ð•žð•–,NEUTRAL,[],[]
848,"Vishen you consider yourself as intuitive canâ€™t you see the NEGATIVITY and VAMPISH NESS of that lady whom you have posted in your Cover page...

Radhi(Jay Shettyâ€™s wife) is so cute & positive in appearance...Have you really become BLIND and canâ€™t see that DIFFERENCE with your INTUITION.

May Almighty give you some WISDOM to understand Ppl by Facial features to read things just by looking at them without excessive conversation ðŸ™â˜¹ï¸

This Lady in COVER PAGE of yours is SO NEGATIVE Vishen put Radhi Atleast she is Good & Cute ðŸ¥°

IF you donâ€™t believe me ask any child they say children are form of God they will tell you the NEGATIVITY of this VAMPISH lady in your this Page.",NEGATIVE,"[('Vishen', 'People, including fictional'), ('NEGATIVITY', 'Companies, agencies, institutions, etc.'), ('WISDOM', 'Companies, agencies, institutions, etc.'), ('Ppl', 'People, including fictional'), ('\x8fâ˜¹ï¸\x8f', 'Objects, vehicles, foods, etc. (not services)'), ('NEGATIVE Vishen', 'People, including fictional'), ('Radhi Atleast', 'People, including fictional'), ('Good & Cute', 'Companies, agencies, institutions, etc.'), ('VAMPISH', 'Companies, agencies, institutions, etc.'), ('Page', 'People, including fictional')]","[('NE', 'B-MISC'), ('Ra', 'B-PER'), ('##dhi', 'B-PER'), ('Jay', 'B-LOC'), ('Al', 'B-PER'), ('V', 'B-PER'), ('Ra', 'B-PER'), ('God', 'B-PER'), ('##GA', 'I-MISC')]"
849,"Promised myself that after month of Ramadan i'll go to gym, now it's totally shut down here from now !!",NEUTRAL,"[('month of Ramadan', 'Absolute or relative dates or periods')]","[('Rama', 'B-MISC'), ('##dan', 'I-MISC')]"
850,"You sent me an letter explaining about new overdraft procedures, one of which doesn't make any sense! How can you be charged 19.90%ear variable when you go up to an overdraft limit but not get charged when you go beyond that limit? If that's the case then I'll go beyond the agreed overdraft limit and you won't be able to charge me!",NEGATIVE,[],[]
851,Did you secure your spot yet? Thousands of registered already it is going to be amazing. See you there https://t.co/jTH0jlxPSI,NEUTRAL,"[('Thousands', 'Numerals that do not fall under another type')]",[]
852,Iâ€™ve not been able to get onto it since Friday? Every time I click on the app it shuts off!,NEGATIVE,"[('Friday', 'Absolute or relative dates or periods')]",[]
853,"In ten years I want to be alive, and grateful for all the small or large mercies in my life",POSITIVE,"[('ten years', 'Absolute or relative dates or periods')]",[]
854,"Best way to budget is don't bank with natwest, my kids aren't getting an Xmas Dinner because you froze our account with no explanation over 48 hours ago! One of my children has cancer which you also know about and all I get is ""we'll let you know"". That's not gonna cheer my children up tomorrow is it! Vile",NEGATIVE,"[('48 hours ago', 'Times smaller than a day'), ('One', 'Numerals that do not fall under another type'), ('tomorrow', 'Absolute or relative dates or periods')]","[('X', 'B-MISC'), ('##mas', 'I-MISC'), ('Dinner', 'I-MISC')]"
855,A big Hi to all other Lifebookers out there â£ï¸ Miss you all â¤ï¸â£ï¸,POSITIVE,[],[]
856,"Donâ€™t waste time, secure your tickets to our Networking Breakfast with Dr. John Demartini, on 24th Mayâ€¦ https://t.co/ExxaDQmHaC",NEUTRAL,"[('Networking Breakfast', 'Non-GPE locations, mountain ranges, bodies of water'), ('John Demartini', 'People, including fictional'), ('24th', '""first"", ""second"", etc.'), ('¦', 'People, including fictional')]","[('Network', 'B-MISC'), ('##ing', 'I-MISC'), ('Breakfast', 'I-MISC'), ('John', 'B-PER'), ('De', 'I-PER'), ('##mart', 'I-PER'), ('##ini', 'I-PER')]"
857,Knowledge Does Not Apply Itself. We as individuals must make the necessary application. Come Learn LIVE (For The Fi… https://t.co/CaGMmFDt6Z,NEUTRAL,"[('The Fi', 'Titles of books, songs, etc.')]",[]
858,"All I can say is wow!! Tony Robbins, Dean Graziosi and Russell Brunson LIVE, all together, for a FREE training on https://t.co/RCmkxWY3XR",NEUTRAL,"[('Tony Robbins', 'People, including fictional'), ('Dean Graziosi', 'Companies, agencies, institutions, etc.'), ('Russell Brunson LIVE', 'People, including fictional'), ('FREE', 'Companies, agencies, institutions, etc.')]","[('Tony', 'B-PER'), ('Robbins', 'I-PER'), ('Dean', 'B-PER'), ('G', 'I-PER'), ('##raz', 'I-PER'), ('##ios', 'I-PER'), ('##i', 'I-PER'), ('Russell', 'B-PER'), ('B', 'I-PER'), ('##run', 'I-PER'), ('##son', 'I-PER')]"
859,"
â€œUnfortunately, youâ€™ve gone over your arranged overdraft limit. Please transfer funds to avoid any charges, or ask us for help.â€. This is the message I received today. Is this some kind of sick joke? Ask us for help? I went into my overdraft some time ago. You increased my overdraft. I went further into it, you increased the limit again, and again. This was my current account, I also had a credit card, I did the same with that and you did the same, increasing the limit. Yes itâ€™s my fault for spending what I didnâ€™t have, I donâ€™t want sympathy from anyone, but I find myself in a hole, a hole which was made bigger by you repeatedly increasing my credit limits. So last week I decided enough is enough, Iâ€™ll phone NatWest and ask for help, not so Iâ€™ve got more to spend but to get a loan so Iâ€™m back at zero, to start again, make my debt manageable. I wonâ€™t be any more in debt but my interest rate will come down and Iâ€™ll have some structure to pay off my debt. After all, NatWest have offered to help. Guess what, my loan application was rejected! ðŸ˜‚ðŸ˜‚ðŸ˜‚ So Iâ€™m stuck in the hole I created, but NatWest contributed to. And you wonâ€™t help. You are a complete any utter disgrace and I will be taking this further. anybody reading this, STAY WELL CLEAR OF NATWEST. ",NEGATIVE,"[('help.â€\x9d.', 'Companies, agencies, institutions, etc.'), ('today', 'Absolute or relative dates or periods'), ('last week', 'Absolute or relative dates or periods'), ('Iâ€', 'Countries, cities, states'), ('NatWest', 'Companies, agencies, institutions, etc.'), ('zero', 'Numerals that do not fall under another type'), ('wonâ€', 'Countries, cities, states'), ('Iâ€', 'Countries, cities, states'), ('NatWest', 'Companies, agencies, institutions, etc.'), ('NatWest', 'Companies, agencies, institutions, etc.')]","[('Nat', 'B-ORG'), ('##W', 'I-ORG'), ('##est', 'I-ORG'), ('Nat', 'B-ORG'), ('##W', 'I-ORG'), ('##est', 'I-ORG'), ('Nat', 'B-ORG'), ('##W', 'I-ORG'), ('##est', 'I-ORG')]"
